trueMean,trueVar,numberOfDatasets,meanExpectation,varExpectation,meanSD,varSD,meanAbsError,varAbsError,meanPercentError,varPercentError,combinedPercentError,meanAbsErrorDatasetSD,varAbsErrorDatasetSD,meanPercentErrorDatasetSD,varPercentErrorDatasetSD,combinedPercentErrorDatasetSD
2.666666666666666785e+01,2.000000000000000000e+00,5.000000000000000000e+00,2.770361001724688066e+01,2.118173488343356503e+00,2.195120342181609452e+00,3.855642032958289667e-01,1.546619430385485661e+00,2.914011810604867359e-01,5.799822863945570006e+00,1.457005905302433391e+01,1.018494095848495284e+01,1.680517192885483624e+00,2.627742997578736417e-01,6.301939473320563145e+00,1.313871498789368353e+01,7.505825694471634613e+00
2.666666666666666785e+01,3.000000000000000000e+00,5.000000000000000000e+00,2.597022922344863360e+01,3.529965395506594827e+00,1.614401028812164629e+00,6.758445254029128435e-01,8.408623572712776717e-01,5.299653955065947164e-01,3.153233839767291435e+00,1.766551318355315914e+01,1.040937351166022573e+01,1.002747839615545589e+00,3.630029072870480933e-01,3.760304398558295791e+00,1.210009690956827377e+01,5.457054506744584366e+00
2.666666666666666785e+01,4.000000000000000000e+00,5.000000000000000000e+00,2.767820266720951849e+01,4.088078047510613544e+00,1.626388125674990803e+00,7.830335907199639234e-01,1.318681198684997558e+00,1.427912220594957371e-01,4.945054495068740508e+00,3.569780551487393261e+00,4.257417523278066440e+00,1.509356558475060783e+00,1.152618793374234618e-01,5.660087094281477604e+00,2.881546983435586906e+00,3.162177733103753052e+00
2.666666666666666785e+01,5.000000000000000000e+00,5.000000000000000000e+00,2.698213968991956335e+01,4.781581055992949914e+00,1.474366649306779964e+00,7.384809963486080875e-01,1.269705334453067325e+00,5.223590210435948844e-01,4.761395004199002301e+00,1.044718042087189680e+01,7.604287712535449550e+00,7.479889977476817942e-01,4.541913200995582045e-01,2.804958741553806867e+00,9.083826401991164090e+00,4.690654457076754547e+00
2.666666666666666785e+01,6.000000000000000000e+00,5.000000000000000000e+00,2.644465799994594590e+01,5.129289649908609583e+00,1.384164499697424056e+00,7.380760268550513592e-01,1.204472256217677284e+00,8.707103500913909722e-01,4.516770960816289815e+00,1.451183916818984798e+01,9.514305064503069786e+00,7.155664715272826992e-01,3.764659835026427648e-01,2.683374268227310289e+00,6.274433058377379524e+00,4.291573647056384111e+00
3.388888888888888573e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.316329458222821813e+01,1.000262618394761827e+00,3.606903010304686408e+00,1.131808667304420521e-02,2.052535795834811605e+00,2.626183947617377829e-04,6.056663004102722958e+00,2.626183947617377612e-02,3.041462421789448367e+00,2.177247978796509553e+00,4.563491650571639994e-04,6.424666166940520284e+00,4.563491650571639691e-02,3.232105878584248249e+00
3.388888888888888573e+01,2.000000000000000000e+00,5.000000000000000000e+00,3.546713013167178019e+01,2.119211331536593246e+00,2.677533816092438457e+00,3.095782083136079388e-01,2.270113812614576343e+00,1.525417754618153265e-01,6.698696496239733733e+00,7.627088773090767049e+00,7.162892634665252167e+00,2.666957505145722607e+00,1.755111465864352127e-01,7.869710670921806539e+00,8.775557329321761912e+00,4.536808704728215069e+00
3.388888888888888573e+01,3.000000000000000000e+00,5.000000000000000000e+00,3.341642629231016315e+01,3.385961673743163036e+00,2.035407284783149695e+00,5.793257543038801138e-01,2.421862088210628539e+00,3.859616737431633138e-01,7.146478293080543942e+00,1.286538912477211127e+01,1.000593370892632628e+01,1.363303792997908825e+00,2.792906074102173286e-01,4.022863651469239521e+00,9.309686913673910880e+00,6.476118939397832897e+00
3.388888888888888573e+01,4.000000000000000000e+00,5.000000000000000000e+00,3.472990567252753635e+01,4.403291901298215905e+00,1.896377948830896276e+00,7.446182179758451536e-01,1.923993842134697818e+00,5.251596660936466154e-01,5.677358878430256439e+00,1.312899165234116516e+01,9.403175265385710802e+00,1.540168315759588680e+00,4.054005331756201924e-01,4.544758964536491419e+00,1.013501332939050670e+01,5.045560969233336301e+00
3.388888888888888573e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.293503021222583271e+01,4.848009816940017203e+00,1.736784002592966614e+00,6.952491906402562538e-01,1.657000849145370491e+00,5.063442372347097820e-01,4.889510702396175468e+00,1.012688474469419475e+01,7.508197723545185553e+00,1.023140355524403855e+00,3.879685401159301272e-01,3.019102688432667048e+00,7.759370802318603211e+00,3.744448378412245315e+00
3.388888888888888573e+01,6.000000000000000000e+00,5.000000000000000000e+00,3.546132616222404010e+01,5.501451758521220370e+00,1.750394441758379660e+00,5.709847148567617214e-01,1.572437273335154373e+00,4.985482414787797967e-01,4.639978839349636175e+00,8.309137357979663463e+00,6.474558098664649819e+00,1.339237857420664479e+00,3.369318981382211087e-01,3.951849415339666383e+00,5.615531635637019292e+00,3.700409773366033495e+00
4.111111111111111427e+01,1.000000000000000000e+00,5.000000000000000000e+00,4.186470439476362060e+01,1.094917396333339843e+00,4.537163746203854764e+00,1.295017435113310911e-01,3.390970080144447341e+00,9.491739633333998172e-02,8.248305600351358180e+00,9.491739633333995840e+00,8.870022616842678786e+00,2.348693712953831891e+00,2.047117084364089568e-01,5.713038761239050523e+00,2.047117084364089479e+01,1.053915180720998102e+01
4.111111111111111427e+01,2.000000000000000000e+00,5.000000000000000000e+00,4.006316223075378957e+01,2.011815957429826440e+00,3.069420540618978954e+00,1.461378588050207261e-01,2.659041554038486854e+00,1.544677664218867610e-02,6.467938915228751640e+00,7.723388321094337705e-01,3.620138873669092483e+00,2.309219321543304559e+00,1.795856494685996521e-02,5.617019971321552063e+00,8.979282473429982536e-01,2.839845729176979194e+00
4.111111111111111427e+01,3.000000000000000000e+00,5.000000000000000000e+00,3.937985891941712424e+01,2.973093741364368547e+00,2.610036444735476024e+00,4.962053619040704966e-01,1.731252191693990028e+00,7.627051344969278945e-01,4.211153979796192104e+00,2.542350448323093204e+01,1.481732923151355941e+01,1.019173130127369209e+00,4.892716733591266354e-01,2.479069775985492274e+00,1.630905577863755340e+01,7.819238493156212222e+00
4.111111111111111427e+01,4.000000000000000000e+00,5.000000000000000000e+00,4.199874426578077191e+01,4.527878517816179560e+00,2.231074684632622152e+00,7.358307695409977978e-01,1.365242668753779753e+00,5.409173731197739476e-01,3.320860545617301707e+00,1.352293432799434925e+01,8.421897436805824810e+00,8.196117960482560694e-01,4.929478872205692030e-01,1.993650314711974181e+00,1.232369718051423035e+01,6.614119349029862427e+00
4.111111111111111427e+01,5.000000000000000000e+00,5.000000000000000000e+00,4.171065987061802360e+01,5.222288585011975570e+00,2.066383536319222003e+00,6.743581145267676380e-01,1.887430720646922522e+00,3.123448726813750076e-01,4.591047698870892368e+00,6.246897453627500596e+00,5.418972576249196038e+00,8.903699233030309967e-01,2.683395662332959675e-01,2.165764678304669566e+00,5.366791324665919127e+00,3.055753851765526719e+00
4.111111111111111427e+01,6.000000000000000000e+00,5.000000000000000000e+00,4.249947926261709341e+01,5.703236737674965084e+00,2.019691469653160709e+00,4.793900129399291110e-01,1.881358769094634953e+00,2.967632623250343604e-01,4.576278086986950377e+00,4.946054372083906081e+00,4.761166229535428229e+00,5.877675611371113717e-01,1.494733632617336050e-01,1.429704878441622196e+00,2.491222721028893528e+00,1.384503834741570349e+00
4.833333333333333570e+01,1.000000000000000000e+00,5.000000000000000000e+00,5.582176027049676037e+01,1.051309005595211010e+00,5.965558797583440764e+00,1.226664767037232984e-01,7.492418179453066429e+00,5.130900559521092003e-02,1.550155485404082789e+01,5.130900559521093030e+00,1.031622770678096046e+01,6.764955502560030531e+00,1.043872235293226564e-01,1.399645966046903212e+01,1.043872235293226503e+01,9.291588285497988764e+00
4.833333333333333570e+01,2.000000000000000000e+00,5.000000000000000000e+00,4.935212119146908805e+01,2.054959360985948891e+00,3.947237039252307511e+00,3.523134307852466840e-01,1.794025878120333983e+00,1.588471057310757717e-01,3.711777678869656150e+00,7.942355286553788751e+00,5.827066482711722450e+00,1.303612252906604319e+00,1.021863490743615127e-01,2.697128799117111786e+00,5.109317453718074553e+00,2.470944782558389008e+00
4.833333333333333570e+01,3.000000000000000000e+00,5.000000000000000000e+00,4.922957082778584237e+01,2.843533139976925916e+00,3.305610859869852369e+00,4.856194371474971128e-01,2.918784092968080390e+00,4.741582778517351993e-01,6.038863640623615581e+00,1.580527592839117368e+01,1.092206978450739641e+01,1.525333736824196373e+00,2.940093038415090287e-01,3.155862903774199868e+00,9.800310128050300662e+00,5.805419446001688577e+00
4.833333333333333570e+01,4.000000000000000000e+00,5.000000000000000000e+00,4.846564221316275933e+01,4.181541450003992466e+00,2.675685888846122129e+00,6.830332366791543874e-01,1.127682725427773480e+00,5.805184828284011278e-01,2.333136673298841224e+00,1.451296207071002797e+01,8.423049372004435043e+00,1.292156115396113192e+00,3.729225235039226871e-01,2.673426445647130834e+00,9.323063087598066900e+00,4.431580101581923614e+00
4.833333333333333570e+01,5.000000000000000000e+00,5.000000000000000000e+00,4.923997074059275292e+01,5.132957212612163644e+00,2.455473432817214974e+00,6.479496095100741870e-01,1.448396425149054867e+00,5.480411017203252744e-01,2.996682258929078468e+00,1.096082203440650460e+01,6.978752146667789980e+00,9.274499193332594871e-01,2.677892761799406385e-01,1.918861902068812464e+00,5.355785523598812325e+00,3.253835296986522962e+00
4.833333333333333570e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.032892068281456943e+01,5.417998657640005433e+00,2.413783312845335871e+00,6.300363961473156582e-01,1.995587349481226624e+00,5.820013423599939006e-01,4.128801412719779407e+00,9.700022372666563086e+00,6.914411892693172135e+00,1.869176025973594557e+00,2.385469449615041648e-01,3.867260743393643896e+00,3.975782416025068766e+00,2.713656432562229881e+00
5.555555555555555713e+01,1.000000000000000000e+00,5.000000000000000000e+00,5.744341361687205705e+01,1.005880231908594213e+00,6.076056458170145724e+00,5.486892528680233083e-02,3.045386470380722521e+00,5.880231908594079834e-03,5.481695646685301071e+00,5.880231908594080181e-01,3.034859418772354100e+00,4.733131546680837687e+00,7.617201929453404526e-03,8.519636784025507836e+00,7.617201929453404352e-01,4.508706778467487908e+00
5.555555555555555713e+01,2.000000000000000000e+00,5.000000000000000000e+00,5.694840633376371386e+01,2.119527501958105908e+00,4.352105595135346228e+00,2.194669915012299466e-01,4.898114835991201232e+00,1.320290473397260078e-01,8.816606704784161863e+00,6.601452366986299225e+00,7.709029535885231432e+00,3.325771411275352474e+00,2.726987706353448115e-01,5.986388540295633831e+00,1.363493853176724002e+01,8.073759988167729773e+00
5.555555555555555713e+01,3.000000000000000000e+00,5.000000000000000000e+00,5.570796179627652833e+01,2.914072494868424457e+00,3.714428340675334006e+00,4.789712864505815126e-01,2.188963641362521084e+00,3.497646369317649051e-01,3.940134554452538573e+00,1.165882123105882862e+01,7.799477892755684039e+00,1.277188905026473087e+00,3.524127420836614122e-01,2.298940029047651823e+00,1.174709140278871189e+01,5.381542362513435762e+00
5.555555555555555713e+01,4.000000000000000000e+00,5.000000000000000000e+00,5.878062695869679999e+01,3.902915164725320629e+00,3.438538170842181163e+00,6.852840146431207202e-01,3.225071403141247295e+00,5.250432826486783888e-01,5.805128525654244420e+00,1.312608206621695750e+01,9.465605295935601404e+00,1.474896197989326696e+00,6.534136724956634001e-01,2.654813156380788186e+00,1.633534181239158301e+01,9.159578225528221651e+00
5.555555555555555713e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.508776776459408353e+01,4.888288221978866588e+00,2.808992577380708955e+00,7.073672864083887513e-01,1.742351404719751473e+00,4.338650881488214095e-01,3.136232528495552341e+00,8.677301762976428634e+00,5.906767145735990709e+00,2.270343363578707585e+00,4.364291418368725917e-01,4.086618054441673920e+00,8.728582836737452055e+00,3.732304464564283997e+00
5.555555555555555713e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.394270866911428897e+01,5.404021524081282557e+00,2.593530422985672601e+00,6.248489941826216310e-01,2.335917700344751324e+00,5.959784759187176650e-01,4.204651860620552739e+00,9.932974598645293085e+00,7.068813229632922912e+00,1.071205832708100880e+00,2.809350593004151242e-01,1.928170498874581362e+00,4.682250988340252107e+00,2.781010020481829770e+00
6.277777777777777857e+01,1.000000000000000000e+00,5.000000000000000000e+00,6.495848983615988459e+01,1.010738865281799459e+00,5.957798809980893395e+00,6.782770120164753613e-02,2.480145280933801821e+00,1.073886528179928204e-02,3.950673898832604003e+00,1.073886528179928135e+00,2.512280213506266513e+00,2.037779512654464664e+00,1.499823023675381402e-02,3.246020462635430537e+00,1.499823023675381339e+00,1.659467295306511048e+00
6.277777777777777857e+01,2.000000000000000000e+00,5.000000000000000000e+00,6.294919233351199495e+01,2.018478454693096058e+00,4.719598693302481607e+00,2.085952500636167883e-01,2.403560090950136896e+00,4.382024772182648714e-02,3.828679790894023771e+00,2.191012386091324426e+00,3.009846088492673655e+00,2.592505248132916051e+00,2.603962279795664012e-02,4.129654377556857270e+00,1.301981139897832040e+00,1.811994786738341467e+00
6.277777777777777857e+01,3.000000000000000000e+00,5.000000000000000000e+00,6.280308155626606492e+01,3.177985787644624249e+00,3.872597685598780259e+00,5.609764007399455910e-01,3.989424978935571353e+00,4.172374952160038397e-01,6.354836249631883760e+00,1.390791650720012740e+01,1.013137637841600558e+01,2.063160492262207324e+00,3.956767016443746843e-01,3.286450341656613094e+00,1.318922338814582318e+01,6.913702421085230476e+00
6.277777777777777857e+01,4.000000000000000000e+00,5.000000000000000000e+00,5.953304683400966724e+01,3.972931668535925276e+00,3.406783043740441830e+00,6.971027729494554404e-01,3.244730943768112663e+00,3.957845234828352154e-01,5.168597963524427463e+00,9.894613087070881718e+00,7.531605525297654147e+00,1.639666539278896273e+00,1.816441223070066613e-01,2.611858204161073616e+00,4.541103057675166532e+00,3.405644792150354760e+00
6.277777777777777857e+01,5.000000000000000000e+00,5.000000000000000000e+00,6.328730492577928857e+01,4.839833639410837662e+00,3.192919975042803227e+00,7.167108087658119464e-01,4.188396052373154710e+00,3.999289501619101017e-01,6.671781322364315869e+00,7.998579003238202922e+00,7.335180162801259840e+00,1.770326814780734948e+00,3.267621257366352117e-01,2.819989616464887217e+00,6.535242514732704677e+00,3.457373749544545571e+00
6.277777777777777857e+01,6.000000000000000000e+00,5.000000000000000000e+00,6.324235453087523240e+01,5.667933120746832643e+00,2.966171702732187665e+00,5.163839708090286473e-01,2.136593099675384799e+00,3.320668792531668023e-01,3.403422636651055377e+00,5.534447987552780113e+00,4.468935312101917745e+00,1.960103939332518808e+00,1.243544494899410380e-01,3.122289460883658219e+00,2.072574158165684022e+00,2.443571775161203163e+00
7.000000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,6.767715921299623005e+01,1.008771833882194047e+00,5.265549034314849663e+00,5.880243689691890679e-02,2.693372588064568252e+00,8.771833882194135165e-03,3.847675125806525820e+00,8.771833882194135512e-01,2.362429257012969686e+00,1.984336550269383714e+00,1.689379510374930046e-02,2.834766500384833687e+00,1.689379510374930060e+00,1.314446319970848265e+00
7.000000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,6.832369831728534848e+01,2.351580040766264368e+00,3.836395358824569168e+00,4.154703034676366369e-01,3.770958180749667488e+00,3.515800407662645344e-01,5.387083115356668728e+00,1.757900203831322727e+01,1.148304257683494711e+01,1.937698966973260717e+00,2.867616587717935484e-01,2.768141381390372580e+00,1.433808293858967708e+01,6.046694939558324045e+00
7.000000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,6.989957839799546946e+01,3.050800799177420419e+00,3.339319582062407310e+00,5.705788001433280687e-01,1.977579722264991346e+00,3.992837400456183405e-01,2.825113888949987828e+00,1.330945800152061054e+01,8.067285945235301625e+00,1.931767553152569095e+00,4.445264598398807054e-01,2.759667933075099278e+00,1.481754866132935611e+01,8.718997300606314838e+00
7.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,6.966976496308089395e+01,4.193920355934249500e+00,3.135038661263664039e+00,7.449155073247342163e-01,2.519084119447495773e+00,2.842101114046587940e-01,3.598691599210707803e+00,7.105252785116469738e+00,5.351972192163588105e+00,1.299603197170036362e+00,1.624755194933944213e-01,1.856575995957194802e+00,4.061887987334861450e+00,1.932925053035079888e+00
7.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,7.139368280552363899e+01,5.061702702243266572e+00,2.681250443075823053e+00,6.920472581086848374e-01,1.393682805523621893e+00,4.311905550701496392e-01,1.990975436462317116e+00,8.623811101402992563e+00,5.307393268932655062e+00,1.692422003199984815e+00,2.265270399516396138e-01,2.417745718857120973e+00,4.530540799032792165e+00,2.476441219794618842e+00
7.000000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,6.921345364633432951e+01,5.148538454408821963e+00,3.013618431929085517e+00,6.622390032673315385e-01,2.303083923345701667e+00,8.514615455911778152e-01,3.290119890493859778e+00,1.419102575985296610e+01,8.740572825173412497e+00,1.849660288897298166e+00,6.260916926082367162e-01,2.642371841281854650e+00,1.043486154347061223e+01,4.831406615049346875e+00
